Micro Pollutant,MP Category,Initial Concentration of MP (mg/L),Compound MW (g/mol),Compound Charge,Log D (pH=6.5-7),Log Kow,pKa,Stokes Radius/Compound size ,Initial FS pH,Type of MB,FO membrane description,MB Contact Angle (°),MB Zeta Potential,Draw Solution,DS MW (g mol-1),DS Concentration (M),Operating Time (h),Cross Flow Velocity (cm/s),"Water Flux, Jw (LMH)","Reverse Salt Flux, Js (gMH)",Temperature (⁰C),Removal Rate (%),Reference,Reference ID,Additional references,ID number,,,,,,,,,,,,,,,,,,
Linuron,Pesticide,2.00E-03,249,0,3.12,3.12,12.13,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,88.17,(Xie et al. 2014),15,,379,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,2.00E-03,290,0,5.28,4.76,7.8,,7,HTI PA FO,,,-17.8,NaCl,58.44,1,20,9,14.13,,25,98.55,(Xie et al. 2014),15,,380,,y,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,2.00E-03,277,1,2.28,4.92,9.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,75.62,(Xie et al. 2014),15,,381,,,,,,,,,,,,,,,,,,
Trimethoprim,Pharmaceutical,2.00E-03,290,1,0.27,0.91,7.04,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,77.9,(Xie et al. 2014),15,,382,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,2.00E-03,253,-1,-0.96,0.89,5.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,83.62,(Xie et al. 2014),15,,383,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.00E-03,296,-1,1.77,4.55,4.18,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,94.67,(Xie et al. 2014),15,,384,,,,,,,,,,,,,,,,,,
Bezafibrate,Pharmaceutical,2.00E-03,362,-1,-0.93,2.5,3.29,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,95.05,(Xie et al. 2014),15,,385,,,,,,,,,,,,,,,,,,
Caffeine,Stimulant,2.00E-03,194,0,-0.63,-0.07,0.52,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,43.62,(Xie et al. 2014),15,,386,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,2.00E-03,216,0,2.64,2.2,2.27,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,71.05,(Xie et al. 2014),15,,387,,,,,,,,,,,,,,,,,,
Primidone,Pharmaceutical,2.00E-03,218,0,0.83,0.91,12.26,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,61.9,(Xie et al. 2014),15,,388,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.00E-03,236,0,1.89,2.45,13.94,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,85.14,(Xie et al. 2014),15,,389,,,,,,,,,,,,,,,,,,
Pentachlorophenol,Organic Compounds,2.00E-03,266,0,2.85,5.12,4.68,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,71.43,(Xie et al. 2014),15,,390,,,,,,,,,,,,,,,,,,
Linuron,Pesticide,2.00E-03,249,0,3.12,3.12,12.13,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,72.19,(Xie et al. 2014),15,,391,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,2.00E-03,290,0,5.28,4.76,7.8,,7,HTI PA FO,,,-17.8,NaCl,58.44,0.25,20,9,7.75,,25,92,(Xie et al. 2014),15,,392,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,6,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,13.1,,24,95.67,"(Jin et al., 2012)",16,,393,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,2.58,4.51,4.08,,6,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,13.1,,24,94.39,"(Jin et al., 2012)",16,,394,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,2.43,3.97,4.47,,6,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,13.1,,24,82.04,"(Jin et al., 2012)",16,,395,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,1.37,3.18,4.2,,6,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,13.1,,24,73.25,"(Jin et al., 2012)",16,,396,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,6,HTI CTA-W,flat membrane coupon with a woven support,73,-4,NaCl,58.44,2,2,23.2,11.84,,24,94.78,"(Jin et al., 2012)",16,,397,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,2.58,4.51,4.08,,6,HTI CTA-W,flat membrane coupon with a woven support,73,-4,NaCl,58.44,2,2,23.2,11.84,,24,92.36,"(Jin et al., 2012)",16,,398,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,2.43,3.97,4.47,,6,HTI CTA-W,flat membrane coupon with a woven support,73,-4,NaCl,58.44,2,2,23.2,11.84,,24,83.18,"(Jin et al., 2012)",16,,399,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,1.37,3.18,4.2,,6,HTI CTA-W,flat membrane coupon with a woven support,73,-4,NaCl,58.44,2,2,23.2,11.84,,24,63.82,"(Jin et al., 2012)",16,,400,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,6,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.3,,24,95.92,"(Jin et al., 2012)",16,,401,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,2.58,4.51,4.08,,6,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.3,,24,95.67,"(Jin et al., 2012)",16,,402,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,2.43,3.97,4.47,,6,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.3,,24,95.54,"(Jin et al., 2012)",16,,403,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,1.37,3.18,4.2,,6,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.3,,24,94.01,"(Jin et al., 2012)",16,,404,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,6,TFC PA-2,Polyamide active layer,45,-6,NaCl,58.44,2,2,23.2,29.34,,24,96.94,"(Jin et al., 2012)",16,,405,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,2.58,4.51,4.08,,6,TFC PA-2,Polyamide active layer,45,-6,NaCl,58.44,2,2,23.2,29.34,,24,96.56,"(Jin et al., 2012)",16,,406,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,2.43,3.97,4.47,,6,TFC PA-2,Polyamide active layer,45,-6,NaCl,58.44,2,2,23.2,29.34,,24,96.56,"(Jin et al., 2012)",16,,407,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,1.37,3.18,4.2,,6,TFC PA-2,Polyamide active layer,45,-6,NaCl,58.44,2,2,23.2,29.34,,24,94.9,"(Jin et al., 2012)",16,,408,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,3,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,97.68,"(Jin et al., 2012)",16,,409,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,4.48,4.51,4.08,,3,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,99.64,"(Jin et al., 2012)",16,,410,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,3.96,3.97,4.47,,3,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,96.61,"(Jin et al., 2012)",16,,411,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,3.15,3.18,3.18,,3,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,96.07,"(Jin et al., 2012)",16,,412,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,8,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,96.61,"(Jin et al., 2012)",16,,413,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,0.59,4.51,4.08,,8,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,99.73,"(Jin et al., 2012)",16,,414,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,0.44,3.97,4.47,,8,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,95,"(Jin et al., 2012)",16,,415,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,-0.62,3.18,4.2,,8,TFC PA-1,Polyamide active layer,43,-6,NaCl,58.44,2,2,23.2,16.34,,24,98.04,"(Jin et al., 2012)",16,,416,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,3,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,97.23,"(Jin et al., 2012)",16,,417,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,4.48,4.51,4.08,,3,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,97.47,"(Jin et al., 2012)",16,,418,y,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,3.96,3.97,4.47,,3,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,92.05,"(Jin et al., 2012)",16,,419,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,3.15,3.18,4.2,,3,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,89.04,"(Jin et al., 2012)",16,,420,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,2.50E-01,236,0,2.45,2.45,13.94,,8,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,94.7,"(Jin et al., 2012)",16,,421,,,,,,,,,,,,,,,,,,
Diclofenac,Pharmaceutical,2.50E-01,296,-1,0.59,4.51,4.08,,8,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,98.92,"(Jin et al., 2012)",16,,422,,,,,,,,,,,,,,,,,,
Ibuprofen,Pharmaceutical,2.50E-01,206.3,-1,0.44,3.97,4.47,,8,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,93.25,"(Jin et al., 2012)",16,,423,,,,,,,,,,,,,,,,,,
Naproxen,Pharmaceutical,2.50E-01,230,-1,-0.62,3.18,4.2,,8,HTI CTA-HW,membrane coupon cut from a Hydrowell® FO module,63,-2,NaCl,58.44,2,2,23.2,11.84,,24,93.13,"(Jin et al., 2012)",16,,424,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,5.00E+00,228.29,0,3.64,3.32,10.29,,7,HTI CTA-TA,CTA membrane with active layer (AL) coated with TA-FeCL3 complex coating,44.55,-40,NaCl,58.44,1,2,28,12.8,2.7,,50.4,,17,,425,,,,,,,,,,,,,,,,,,
4-hydroxybenzoic acid,Organic Compounds,5.00E+00,138.12,-1,-1.06,1.58,4.54,,7,HTI CTA-TA,CTA membrane with active layer (AL) coated with TA-FeCL3 complex coating,44.55,-40,NaCl,58.44,1,2,28,12.8,2.7,,,,17,,426,,,,,,,,,,,,,,,,,,
Cinnamic acid,,5.00E+00,148.16,0,2.14,2.14,4.44,,7,HTI CTA-TA,CTA membrane with active layer (AL) coated with TA-FeCL3 complex coating,44.55,-40,NaCl,58.44,1,2,28,12.8,2.7,,,,17,,427,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,5.00E+00,228.29,0,3.64,3.32,10.29,,7,HTI CTA FO,cellulose triacetate membrane,57.75,-45,NaCl,58.44,1,2,28,10.63,3.03,,84,,17,,428,,,,,,,,,,,,,,,,,,
4-hydroxybenzoic acid,Organic Compounds,5.00E+00,138.12,-1,-1.06,1.58,4.54,,7,HTI CTA FO,cellulose triacetate membrane,57.75,-45,NaCl,58.44,1,2,28,10.63,3.03,,50.9,,17,,429,,,,,,,,,,,,,,,,,,
Cinnamic acid,,5.00E+00,148.16,0,2.14,2.14,4.44,,7,HTI CTA FO,cellulose triacetate membrane,57.75,-45,NaCl,58.44,1,2,28,10.63,3.03,,46,,17,,430,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,1.00E-02,289.5,0,5.28,4.8,7.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,93.4,(Lee et al. 2019),18,,431,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,1.00E-02,289.5,0,5.28,4.8,7.9,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,98.7,(Lee et al. 2019),18,,432,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,1.00E-02,236.3,0,2.45,2.5,13.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,73,(Lee et al. 2019),18,,433,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,1.00E-02,236.3,0,2.45,2.5,13.9,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,96,(Lee et al. 2019),18,,434,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,1.00E-02,228.3,0,3.64,3.3,9.6,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,85.5,(Lee et al. 2019),18,,435,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,1.00E-02,228.3,0,3.64,3.3,9.6,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,95.7,(Lee et al. 2019),18,,436,,,,,,,,,,,,,,,,,,
Triclocarban,Herbicide,1.00E-02,315.6,0,6.07,4.3,12.7,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,92.5,(Lee et al. 2019),18,,437,,,,,,,,,,,,,,,,,,
Triclocarban,Herbicide,1.00E-02,315.6,0,6.07,4.3,12.7,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,98.5,(Lee et al. 2019),18,,438,,,,,,,,,,,,,,,,,,
"2,4-dichlorophenol",Organic Compounds,1.00E-02,163,1,3.06,3.1,7.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,68.8,(Lee et al. 2019),18,,439,,,,,,,,,,,,,,,,,,
"2,4-dichlorophenol",Organic Compounds,1.00E-02,163,1,3.06,3.1,7.9,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,81.5,(Lee et al. 2019),18,,440,,,,,,,,,,,,,,,,,,
Acridine,Organic Compounds,1.00E-02,179.2,1,3.43,3.4,5.5,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,82,(Lee et al. 2019),18,,441,,,,,,,,,,,,,,,,,,
Acridine,Organic Compounds,1.00E-02,179.2,1,3.43,3.4,5.5,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,90,(Lee et al. 2019),18,,442,,,,,,,,,,,,,,,,,,
4-isopropylphenol,Organic Compounds,1.00E-02,136.2,1,2.99,2.9,10.2,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,53.6,(Lee et al. 2019),18,,443,,,,,,,,,,,,,,,,,,
4-isopropylphenol,Organic Compounds,1.00E-02,136.2,1,2.99,2.9,10.2,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,88.9,(Lee et al. 2019),18,,444,,,,,,,,,,,,,,,,,,
4-chloroaniline,Organic Compounds,1.00E-02,127.6,-1,1.95,1.8,4,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.48,16.07,,68.9,(Lee et al. 2019),18,,445,,,,,,,,,,,,,,,,,,
4-chloroaniline,Organic Compounds,1.00E-02,127.6,-1,1.95,1.8,4,,5,HTI PA FO,Thin film composite Polyamide based forward osmosis (FO),40.3,-13.8,NaCl,58.44,0.5,4,,19.89,6.32,,85,(Lee et al. 2019),18,,446,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,1.00E-02,289.5,0,5.28,4.8,7.9,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,97.1,(Lee et al. 2019),18,,447,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,1.00E-02,236.3,0,2.45,2.5,13.9,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,76,(Lee et al. 2019),18,,448,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,1.00E-02,228.3,0,3.64,3.3,9.6,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,90.2,(Lee et al. 2019),18,,449,,,,,,,,,,,,,,,,,,
Triclocarban,Herbicide,1.00E-02,315.6,0,6.07,4.3,12.7,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,96.3,(Lee et al. 2019),18,,450,,,,,,,,,,,,,,,,,,
"2,4-dichlorophenol",Organic Compounds,1.00E-02,163,1,3.06,3.1,7.9,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,70.2,(Lee et al. 2019),18,,451,,,,,,,,,,,,,,,,,,
Acridine,Organic Compounds,1.00E-02,179.2,-1,3.43,3.4,5.5,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,85,(Lee et al. 2019),18,,452,,,,,,,,,,,,,,,,,,
4-isopropylphenol,Organic Compounds,1.00E-02,136.2,1,2.99,2.9,10.2,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,16.11,,56.9,(Lee et al. 2019),18,,453,,,,,,,,,,,,,,,,,,
4-chloroaniline,Organic Compounds,1.00E-02,127.6,-1,1.95,1.8,4,,7,HTI CTA FO,cellulose triacetate material,50,-1.09,NaCl,58.44,0.5,4,,7.32,15.47,,76.6,(Lee et al. 2019),18,,454,,,,,,,,,,,,,,,,,,
Triclosan,Pharmaceutical,1.00E-02,289.5,0,5.28,4.8,7.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,98.8,(Lee et al. 2019),18,,455,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,1.00E-02,236.3,0,2.45,2.5,13.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,83,(Lee et al. 2019),18,,456,,,,,,,,,,,,,,,,,,
Bisphenol A,Endocrine disrupting chemicals,1.00E-02,228.3,0,3.64,3.3,9.6,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,93.4,(Lee et al. 2019),18,,457,,,,,,,,,,,,,,,,,,
Triclocarban,Herbicide,1.00E-02,315.6,0,6.07,4.3,12.7,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,98.5,(Lee et al. 2019),18,,458,,,,,,,,,,,,,,,,,,
"2,4-dichlorophenol",Organic Compounds,1.00E-02,163,1,3.06,3.1,7.9,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,81.5,(Lee et al. 2019),18,,459,,,,,,,,,,,,,,,,,,
Acridine,Organic Compounds,1.00E-02,179.2,1,3.43,3.4,5.5,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,87,(Lee et al. 2019),18,,460,,,,,,,,,,,,,,,,,,
4-isopropylphenol,Organic Compounds,1.00E-02,136.2,1,2.99,2.9,10.2,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,88.9,(Lee et al. 2019),18,,461,,,,,,,,,,,,,,,,,,
4-chloroaniline,Organic Compounds,1.00E-02,127.6,-1,1.95,1.8,4,,5,HTI CTA FO,cellulose triacetate material,50,-1.09,MgSO4,120.366,2.5,4,,7.61,1.13,,85,(Lee et al. 2019),18,,462,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,11.11111111,3.54,,76.86567093,"(Cui et al., 2016)",19,,445,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,9.607844633,,,72.82157568,"(Cui et al., 2016)",19,,446,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,500,123.11,0,1.92,1.92,1.3,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,15.74074074,3.54,,77.61194203,"(Cui et al., 2016)",19,,447,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1500,123.11,0,1.92,1.92,1.3,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,13.58024738,3.54,,75.22388406,"(Cui et al., 2016)",19,,448,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,14.68750054,3.54,,73.76505829,"(Cui et al., 2016)",19,,449,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,10,,,66.34854812,"(Cui et al., 2016)",19,,450,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,500,94.11,0,1.54,1.46,9.86,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,17.93750039,3.54,,75.42168725,"(Cui et al., 2016)",19,,451,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,2000,94.11,0,1.54,1.46,9.86,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,15.18749996,3.54,,71.50602194,"(Cui et al., 2016)",19,,452,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,16.00000029,3.54,,91.83734911,"(Cui et al., 2016)",19,,453,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,10.98039066,,,88.00830053,"(Cui et al., 2016)",19,,454,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,500,93.13,0,1.13,0.9,4.61,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,18.06249989,3.54,,91.83734911,"(Cui et al., 2016)",19,,455,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,2000,93.13,0,1.13,0.9,4.61,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,14.68750054,3.54,,88.22289094,"(Cui et al., 2016)",19,,456,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,8.35365823,4.27,,75.71428571,"(Cui et al., 2016)",19,,457,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,5.588235294,,,67.5,"(Cui et al., 2016)",19,,458,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,500,123.11,0,1.92,1.92,1.3,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,9.939022518,4.27,,80.31746274,"(Cui et al., 2016)",19,,459,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1500,123.11,0,1.92,1.92,1.3,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,8.597559784,4.27,,74.12698655,"(Cui et al., 2016)",19,,460,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,11.4462818,4.27,,76.50407,"(Cui et al., 2016)",19,,461,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,8.823529412,,,64,"(Cui et al., 2016)",19,,462,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,500,94.11,0,1.54,1.46,9.86,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,11.69421572,4.27,,79.10569354,"(Cui et al., 2016)",19,,463,,,,,,,,,,,,,,,,,,
